disposicion_literatura,disposicion_kepler,confianza_disposicion,columna_fpflag_nt,columna_fpflag_ss,columna_fpflag_co,columna_fpflag_ec,periodo_orbital,columna_period_err1,columna_period_err2,columna_time0bk,columna_time0bk_err1,columna_time0bk_err2,columna_impact,columna_impact_err1,columna_impact_err2,duracion_transito,columna_duration_err1,columna_duration_err2,profundidad_transito,columna_depth_err1,columna_depth_err2,radio_planeta,columna_prad_err1,columna_prad_err2,columna_teq,columna_insol,columna_insol_err1,columna_insol_err2,columna_model_snr,columna_tce_plnt_num,temperatura_estrella,columna_steff_err1,columna_steff_err2,gravedad_superficial,columna_slogg_err1,columna_slogg_err2,radio_estrella,columna_srad_err1,columna_srad_err2,ascension_recta,declinacion,magnitud_kepler
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000148,0.000029,0.999971,0.011612,0.000524,0.999476,0.006865,0.000339,0.999477,0.032796,0.000309,0.999691,0.166368,0.000793,0.999207,0.000264,0.000461,0.99994,0.038451,0.000003,0.000005,0.999999,0.112516,0,0.203098,0.273669,0.895006,0.843333,0.030571,0.888152,0.003229,0.004835,0.999363,0.185793,0.711178,16.739
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000012,0.000041,0.999959,0.008558,0.005503,0.994497,0.00006,0.005191,0.999899,0.017382,0.004832,0.995168,0.000051,0.000011,0.999989,0.000005,0.000008,0.999999,0.113372,0.000174,0.000248,0.999936,0.002474,0.142857,0.270646,0.14645,0.922815,0.819823,0.017663,0.887324,0.004526,0.006074,0.999423,0.847951,0.373279,12.949
CONFIRMED,CANDIDATE,0.982,0,0,0,0,0.000151,0.000701,0.999299,0.013944,0.00835,0.99165,0.00742,0.00007,0.990829,0.044329,0.006832,0.993168,0.000093,0.000014,0.999986,0.000007,0.000011,0.999998,0.048013,0.000006,0.000009,0.999997,0.003125,0,0.255837,0.177515,0.924518,0.81625,0.044837,0.898094,0.004278,0.00547,0.999165,0.834218,0.517791,13.204
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000414,0.000041,0.999959,0.045319,0.000181,0.999819,0.013253,0.00159,0.998011,0.03199,0.000479,0.999521,0.051696,0.000265,0.999735,0.00044,0.001137,0.999761,0.033397,0.000002,0.000004,0.999999,0.111787,0,0.236116,0.255917,0.901816,0.803273,0.118886,0.840099,0.004365,0.009368,0.998002,0.922141,0.599601,15.231
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000264,0.000023,0.999977,0.021883,0.000167,0.999833,0.010783,0.000807,0.998972,0.031923,0.000233,0.999767,0.043571,0.000214,0.999786,0.000271,0.000799,0.999904,0.039749,0.000003,0.000009,0.999998,0.111334,0,0.261579,0.281065,0.855846,0.817942,0.071332,0.838442,0.004091,0.010093,0.998769,0.70199,0.37142,15.142
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000108,0.000922,0.999078,0.011696,0.015028,0.984972,0.000119,0.005343,0.999798,0.014557,0.012624,0.987376,0.000146,0.000079,0.999921,0.000005,0.000007,0.999999,0.040978,0.000003,0.000005,0.999998,0.000961,0,0.204987,0.236686,0.909194,0.854053,0.035326,0.930406,0.002685,0.003143,0.999449,0.838529,0.323747,15.13
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000142,0.000012,0.999988,0.019742,0.000107,0.999893,0.004504,0.000082,0.999865,0.025901,0.000197,0.999803,0.281445,0.001065,0.998935,0.000308,0.000848,0.999925,0.043095,0.000004,0.000011,0.999998,0.138801,0,0.247072,0.233728,0.900681,0.847658,0.025815,0.8343,0.003203,0.007585,0.99932,0.355968,0.377789,15.511
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000159,0.000012,0.999988,0.01927,0.000104,0.999896,0.007371,0.000082,0.999882,0.057634,0.000139,0.999861,0.151453,0.000197,0.999803,0.00033,0.000997,0.999907,0.048627,0.000006,0.000019,0.999996,0.387257,0,0.277597,0.29142,0.863224,0.823773,0.044158,0.827672,0.004191,0.010547,0.999001,0.607876,0.383712,15.6
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000106,0.000933,0.999067,0.009306,0.018789,0.981211,0.0012,0.003823,0.99796,0.028984,0.011337,0.988663,0.000178,0.000071,0.999929,0.000007,0.00002,0.999998,0.046852,0.000006,0.000015,0.999997,0.001281,0,0.23589,0.238166,0.885358,0.844837,0.024457,0.830986,0.003355,0.007857,0.999303,0.53294,0.371384,15.802
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000236,0.001183,0.998817,0.013164,0.009844,0.990156,0.008452,0.000409,0.990189,0.030068,0.00802,0.99198,0.000084,0.000021,0.999979,0.000005,0.000006,0.999999,0.034148,0.000002,0.000002,0.999999,0.001966,0,0.224103,0.149408,0.936436,0.847282,0.017663,0.913836,0.003151,0.003173,0.999613,0.555574,0.330586,12.988
'FALSE POSITIVE','FALSE POSITIVE',0.077,1,0,0,0,0.000026,0.012452,0.987548,0.010558,0.017441,0.982559,0.000853,0.022912,0.994394,0.010551,0.016829,0.983171,0.000077,0.000317,0.999683,0.000004,0.000006,0.999999,0.067614,0.000023,0.000033,0.999985,0.000663,0,0.192822,0.272189,0.895573,0.835434,0.067935,0.91715,0.003142,0.003385,0.999122,0.314767,0.318105,15.602
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000119,0.00011,0.99989,0.009095,0.001777,0.998223,0.012569,0.398761,0.9985,0.029629,0.002822,0.997178,0.002014,0.000125,0.999875,0.00059,0.000733,0.999383,0.093635,0.000082,0.000107,0.999891,0.009012,0,0.293993,0.263314,0.898978,0.665601,0.224185,0.908865,0.013838,0.013327,0.9886,0.611873,0.636018,12.429
CANDIDATE,CANDIDATE,0.985,0,0,0,0,0.000051,0.00058,0.99942,0.010975,0.021074,0.978926,0.004018,0.000585,0.993173,0.030068,0.017277,0.982723,0.000031,0.000011,0.999989,0.000004,0.000006,0.999999,0.067819,0.000023,0.00003,0.999991,0.001358,0.142857,0.245788,0.156805,0.92622,0.817942,0.027174,0.907208,0.004465,0.005288,0.999354,0.813892,0.686539,13.046
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000063,0.000435,0.999565,0.012696,0.015169,0.984831,0.009751,0.00021,0.986851,0.037548,0.011139,0.988861,0.000064,0.000016,0.999984,0.000012,0.000025,0.999991,0.086532,0.00006,0.000126,0.999936,0.001833,0.285714,0.284473,0.258876,0.900681,0.745909,0.175951,0.892295,0.00725,0.01242,0.995669,0.610976,0.609047,13.474
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.0022,0.001478,0.998522,0.143184,0.000819,0.999181,0.005932,0.00021,0.999646,0.115898,0.001525,0.998475,0.213144,0.001426,0.998574,0.000315,0.000886,0.9999,0.017142,0,0,1,0.08452,0,0.245032,0.235207,0.88933,0.832048,0.045516,0.832643,0.003642,0.008673,0.99901,0.819463,0.731074,15.138
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.001169,0.00033,0.99967,0.069896,0.000453,0.999547,0.008501,0.001426,0.999579,0.193585,0.001163,0.998837,0.098495,0.000231,0.999769,0.000269,0.000806,0.999924,0.023016,0,0.000001,1,0.238926,0,0.268682,0.258876,0.875709,0.832236,0.036685,0.821044,0.003829,0.00967,0.999079,0.3855,0.216697,14.61
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000002,0.000012,0.999988,0.008461,0.004642,0.995358,0.000556,0.00477,0.999056,0.008677,0.004342,0.995658,0.000048,0.000014,0.999986,0.000007,0.000034,0.99999,0.179893,0.001082,0.005361,0.998297,0.001911,0,0.197658,0.233728,0.910329,0.735941,0.397418,0.776305,0.006632,0.0262,0.992535,0.613654,0.341022,14.458
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000228,0.000029,0.999971,0.024467,0.000218,0.999782,0.005545,0.000117,0.999815,0.052114,0.000351,0.999649,0.229908,0.000816,0.999184,0.000238,0.000348,0.999955,0.03046,0.000001,0.000002,0.999999,0.149072,0,0.199622,0.282544,0.8916,0.862328,0.021739,0.919635,0.002589,0.003354,0.999561,0.367299,0.336449,16.128
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000043,0.000006,0.999994,0.011764,0.000351,0.999649,0.005426,0.000245,0.999697,0.033682,0.000282,0.999718,0.235435,0.001011,0.998989,0.000627,0.003684,0.999071,0.094045,0.000083,0.000532,0.999863,0.133721,0,0.22977,0.323964,0.88706,0.707166,0.546875,0.714167,0.00745,0.034904,0.991054,0.724135,0.405695,15.177
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.00008,0.000012,0.999988,0.014251,0.000445,0.999555,0.003948,0.000035,0.999933,0.036972,0.000289,0.999711,0.140171,0.000561,0.999439,0.000324,0.000796,0.999817,0.074102,0.000033,0.00008,0.99997,0.156714,0,0.311296,0.313609,0.853008,0.785029,0.118886,0.855012,0.005379,0.010788,0.997486,0.250673,0.617598,17.035
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000014,0.000006,0.999994,0.009136,0.000425,0.999575,0.011993,0.000397,0.999494,0.046397,0.000624,0.999376,0.016123,0.000126,0.999874,0.000182,0.000347,0.999958,0.082844,0.000051,0.000094,0.999975,0.069036,0,0.217983,0.221893,0.914869,0.853865,0.023098,0.887324,0.002946,0.004865,0.999406,0.505753,0.46657,13.171
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000357,0.000035,0.999965,0.034898,0.000156,0.999844,0.01122,0.00097,0.998719,0.025406,0.000259,0.999741,0.035417,0.000189,0.999811,0.000193,0.000265,0.999944,0.030255,0.000001,0.000002,0.999999,0.097077,0,0.235059,0.276627,0.903519,0.840888,0.078125,0.913836,0.002816,0.003385,0.999277,0.345364,0.817261,15.267
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000121,0.000557,0.999443,0.017547,0.008824,0.991176,0.000873,0.004325,0.998517,0.024688,0.006683,0.993317,0.000144,0.000031,0.999969,0.000005,0.000003,0.999999,0.035856,0.000002,0.000001,0.999999,0.002209,0.142857,0.173328,0.147929,0.943246,0.858191,0.012228,0.961889,0.002663,0.00142,0.99975,0.311424,0.687644,14.017
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000198,0.001403,0.998597,0.021013,0.013745,0.986255,0.012489,0.16577,0.990341,0.155371,0.021188,0.978812,0.000851,0.000063,0.999937,0.000175,0.000466,0.999913,0.042344,0.000004,0.00001,0.999997,0.007035,0,0.233623,0.230769,0.901816,0.80647,0.118886,0.840099,0.004217,0.009368,0.998218,0.634277,0.151818,14.997
CANDIDATE,CANDIDATE,0.993,0,0,0,0,0.000227,0.004406,0.995594,0.025876,0.038473,0.961527,0.007331,0.002747,0.991318,0.067681,0.034653,0.965347,0.000104,0.000037,0.999963,0.000019,0.000034,0.999983,0.060921,0.000015,0.000022,0.999982,0.001458,0,0.225085,0.112426,0.952327,0.683092,0.16644,0.913007,0.012215,0.016047,0.99151,0.512924,0.148333,14.564
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000429,0.000035,0.999965,0.028589,0.000148,0.999852,0.011517,0.000643,0.998854,0.028828,0.000241,0.999759,0.034855,0.000159,0.999841,0.000212,0.000291,0.999934,0.025611,0.000001,0.000001,1,0.110849,0,0.193502,0.230769,0.911464,0.840888,0.065217,0.890638,0.00292,0.003475,0.999191,0.57489,0.734976,14.967
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000015,0.00011,0.99989,0.008159,0.011496,0.988504,0.006418,0.003776,0.992515,0.014788,0.010792,0.989208,0.000016,0.000009,0.999991,0.000005,0.000018,0.999996,0.198675,0.001601,0.00525,0.998308,0.001016,0,0.514016,0.445266,0.76504,0.765281,0.106658,0.840928,0.00903,0.023481,0.995135,0.778895,0.293325,13.085
CANDIDATE,CANDIDATE,0.993,0,0,0,0,0.000281,0.00251,0.99749,0.027091,0.017542,0.982458,0.001627,0.003355,0.997235,0.023489,0.016287,0.983713,0.000376,0.000143,0.999857,0.000006,0.000005,0.999998,0.02124,0,0,1,0.001392,0,0.127012,0.173077,0.918842,0.874929,0.042799,0.974316,0.001876,0.00133,0.999535,0.273968,0.598944,15.903
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000386,0.000029,0.999971,0.012127,0.000134,0.999866,0.001577,0.000152,0.999713,0.039474,0.000308,0.999692,0.069508,0.000301,0.999699,0.000158,0.00045,0.999958,0.031895,0.000001,0.000004,0.999999,0.13467,0,0.24745,0.260355,0.88025,0.83769,0.027174,0.821044,0.003725,0.008975,0.999148,0.621498,0.627855,15.724
CONFIRMED,CANDIDATE,0.925,0,0,0,0,0.000106,0.001687,0.998313,0.012977,0.032498,0.967502,0.000436,0.004711,0.999258,0.047889,0.020693,0.979307,0.000137,0.000053,0.999947,0.000007,0.000021,0.999998,0.051769,0.000008,0.000024,0.999995,0.001303,0,0.257046,0.281065,0.868331,0.83186,0.035326,0.827672,0.003882,0.00961,0.999087,0.470878,0.31013,15.652
CANDIDATE,CANDIDATE,1,0,0,0,0,0.0001,0.00098,0.99902,0.017588,0.017735,0.982265,0.009355,0.000222,0.989245,0.030941,0.00995,0.99005,0.00017,0.000059,0.999941,0.000008,0.000021,0.999998,0.048832,0.000006,0.000016,0.999997,0.001392,0,0.247072,0.238166,0.898978,0.845966,0.029891,0.84507,0.003281,0.006981,0.999337,0.570587,0.090089,15.208
CANDIDATE,CANDIDATE,0.999,0,0,0,0,0.000018,0.000075,0.999925,0.00875,0.007893,0.992107,0.002827,0.001987,0.995196,0.010911,0.006584,0.993416,0.000068,0.000025,0.999975,0.000004,0.000005,0.999999,0.081615,0.000048,0.000045,0.999983,0.001414,0.142857,0.210502,0.119822,0.95403,0.833929,0.036005,0.918807,0.003516,0.003082,0.999458,0.614939,0.313857,14.8
CANDIDATE,CANDIDATE,0.992,0,0,0,0,0.00048,0.006168,0.993832,0.04843,0.020723,0.979277,0.00244,0.002443,0.995853,0.082498,0.024109,0.975891,0.000145,0.000042,0.999958,0.000011,0.000018,0.999994,0.03647,0.000002,0.000003,0.999998,0.001712,0,0.247299,0.118343,0.954597,0.776002,0.110054,0.898923,0.006092,0.007918,0.997245,0.801462,0.621227,14.451
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000143,0.00149,0.99851,0.012947,0.01712,0.98288,0.009285,0.000175,0.988874,0.034248,0.015347,0.984653,0.000316,0.000122,0.999878,0.00001,0.000008,0.999998,0.033056,0.000001,0.000001,0.999999,0.001237,0,0.162221,0.215976,0.91714,0.854241,0.030571,0.966031,0.002637,0.001874,0.999466,0.473334,0.075956,16.153
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.001202,0.000162,0.999838,0.116583,0.000213,0.999787,0.00987,0.000585,0.999107,0.087906,0.000433,0.999567,0.073531,0.000176,0.999824,0.000306,0.000815,0.999866,0.023357,0,0.000001,1,0.222658,0,0.252437,0.279586,0.880817,0.810043,0.089674,0.835957,0.004243,0.009398,0.998433,0.905954,0.455979,13.375
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000009,0,1,0.008645,0.000221,0.999779,0.008621,0.000316,0.999646,0.024009,0.000287,0.999713,0.102919,0.000605,0.999395,0.000216,0.000279,0.999938,0.094113,0.000083,0.000122,0.999949,0.087965,0,0.2034,0.273669,0.895006,0.84258,0.070652,0.921292,0.00282,0.003173,0.999277,0.704231,0.401218,15.002
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002407,0.000388,0.999612,0.224999,0.00017,0.99983,0.003918,0.000094,0.999882,0.103205,0.000371,0.999629,0.289094,0.000973,0.999027,0.000237,0.000212,0.999941,0.01243,0,0,1,0.215612,0,0.181791,0.223373,0.914302,0.855558,0.048913,0.965203,0.002454,0.001964,0.99944,0.085293,0.52648,15.638
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,1,0,0.000002,0.000023,0.999977,0.008338,0.011549,0.988451,0.004454,0.000245,0.992481,0.017373,0.010693,0.989307,0.00004,0.000018,0.999982,0.000003,0.000012,0.999999,0.153258,0.000573,0.00161,0.999649,0.00127,0,0.260295,0.25,0.868331,0.835057,0.036685,0.821044,0.003729,0.009187,0.99913,0.510273,0.338202,15.644
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.001208,0.000516,0.999484,0.075728,0.000631,0.999369,0.008809,0.000701,0.999191,0.157928,0.001144,0.998856,0.099864,0.000355,0.999645,0.000282,0.000826,0.999923,0.022265,0,0.000001,1,0.153158,0,0.260521,0.252959,0.891033,0.832236,0.036685,0.821044,0.003829,0.009429,0.999105,0.21314,0.542111,15.291
'FALSE POSITIVE','FALSE POSITIVE',0.480829,0,1,0,0,0.000071,0.000133,0.999867,0.013104,0.001475,0.998525,0.005998,0.000187,0.999715,0.042647,0.000319,0.999681,0.208603,0.000847,0.999153,0.000302,0.001159,0.999901,0.053271,0.000009,0.000036,0.999994,0.020498,0.142857,0.214583,0.292899,0.907491,0.825842,0.069973,0.779619,0.003494,0.011423,0.99901,0.703275,0.149032,14.689
'FALSE POSITIVE','FALSE POSITIVE',0.002,0,1,0,0,0.000031,0.000006,0.999994,0.009609,0.000269,0.999731,0.007609,0.000023,0.999933,0.025832,0.000477,0.999523,0.015192,0.000112,0.999888,0.000083,0.00025,0.999977,0.079497,0.000043,0.000129,0.999973,0.077297,0,0.266264,0.29142,0.863791,0.832236,0.036685,0.821044,0.003838,0.009701,0.999079,0.805449,0.662865,15.232
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000064,0.000017,0.999983,0.012677,0.000548,0.999452,0.012152,0.004407,0.997572,0.028475,0.000668,0.999332,0.01303,0.000156,0.999844,0.000224,0.000672,0.999937,0.062491,0.000017,0.00005,0.999989,0.043049,0.142857,0.266264,0.29142,0.863791,0.832236,0.036685,0.821044,0.003838,0.009701,0.999079,0.805449,0.662865,15.232
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,1,0.000025,0.012452,0.987548,0.009789,0.017441,0.982559,0.007292,0.022912,0.994394,0.010817,0.016829,0.983171,0.015435,0.000317,0.999683,0.000513,0.000816,0.999572,0.072421,0.000045,0,1,0.028703,0,0.230134,0.213958,0.907909,0.801797,0.082023,0.881391,0.007048,0.010948,0.996601,0.503319,0.130672,19.033
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000013,0.000006,0.999994,0.009038,0.001035,0.998965,0.00993,0.000421,0.999326,0.024604,0.000579,0.999421,0.0657,0.000911,0.999089,0.000352,0.00099,0.999815,0.123071,0.00024,0.000654,0.999789,0.03999,0,0.283113,0.267751,0.871169,0.789731,0.10394,0.84507,0.005196,0.011937,0.997735,0.530159,0.130874,15.925
CONFIRMED,CANDIDATE,0.998,0,0,0,0,0.000121,0.000307,0.999693,0.016362,0.004606,0.995394,0.009672,0.00007,0.98702,0.008773,0.005198,0.994802,0.00018,0.000069,0.999931,0.000015,0.000022,0.999992,0.055525,0.000011,0.000014,0.999992,0.001623,0.142857,0.241481,0.155325,0.933598,0.781832,0.119565,0.910522,0.005205,0.006316,0.997796,0.832949,0.814488,13.77
CONFIRMED,CANDIDATE,0.966,0,0,0,0,0.000419,0.005629,0.994371,0.041071,0.028807,0.971193,0.000179,0.005027,0.999697,0.057117,0.016337,0.983663,0.000281,0.000084,0.999916,0.000013,0.00002,0.999994,0.035036,0.000002,0.000002,0.999999,0.001668,0,0.233472,0.115385,0.955732,0.787474,0.101223,0.910522,0.005104,0.006497,0.998149,0.491021,0.562379,15.335
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000774,0.004632,0.995368,0.070911,0.012638,0.987362,0.006706,0.002724,0.992397,0.060207,0.008911,0.991089,0.001154,0.000128,0.999872,0.000021,0.00002,0.999993,0.023153,0,0,1,0.004053,0.142857,0.199471,0.12574,0.958002,0.817002,0.088315,0.942005,0.003777,0.002901,0.998898,0.203229,0.798375,15.28
CANDIDATE,CANDIDATE,0.997,0,0,0,0,0.000118,0.001049,0.998951,0.011414,0.019141,0.980859,0.005605,0.004629,0.994218,0.038487,0.013762,0.986238,0.000167,0.000054,0.999946,0.000009,0.000025,0.999998,0.052452,0.000009,0.000024,0.999995,0.001557,0,0.268455,0.275148,0.872872,0.826594,0.035326,0.827672,0.004208,0.010124,0.999036,0.474816,0.437428,15.491
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000075,0.000539,0.999461,0.012067,0.014976,0.985024,0.001468,0.003566,0.997505,0.02476,0.012079,0.987921,0.000093,0.000036,0.999964,0.000005,0.000014,0.999998,0.056276,0.000011,0.000027,0.999993,0.001259,0,0.245637,0.233728,0.900681,0.828663,0.066576,0.849213,0.003547,0.007706,0.998906,0.30582,0.111381,14.634
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000005,0.000052,0.999948,0.008643,0.014853,0.985147,0.000079,0.005261,0.999865,0.011907,0.013069,0.986931,0.000047,0.000028,0.999972,0.000003,0.000011,0.999999,0.119861,0.000217,0.000598,0.999876,0.001126,0,0.231885,0.255917,0.892168,0.840888,0.032609,0.830986,0.003455,0.00825,0.999216,0.431876,0.298764,15.384
CANDIDATE,CANDIDATE,0.951,0,0,0,0,0.000277,0.002899,0.997101,0.019466,0.02125,0.97875,0.007797,0.002209,0.991049,0.04235,0.018663,0.981337,0.000247,0.00009,0.99991,0.000009,0.00002,0.999998,0.033534,0.000002,0.000003,0.999999,0.00138,0,0.238534,0.214497,0.901249,0.847658,0.027174,0.86744,0.003216,0.006044,0.999389,0.611471,0.276328,15.553
CANDIDATE,CANDIDATE,0.842,0,0,0,0,0.000094,0.001814,0.998186,0.015968,0.03408,0.96592,0.002103,0.002946,0.996426,0.056019,0.027178,0.972822,0.000156,0.00006,0.99994,0.000009,0.000015,0.999995,0.055593,0.000011,0.000015,0.999992,0.00127,0,0.212996,0.121302,0.96311,0.784841,0.130435,0.907208,0.004874,0.006346,0.997787,0.816225,0.650179,15.916
CANDIDATE,CANDIDATE,0.9,0,0,0,0,0.000237,0.005177,0.994823,0.015477,0.040407,0.959593,0.003938,0.00069,0.993307,0.06789,0.041386,0.958614,0.000209,0.000086,0.999914,0.000011,0.000017,0.999994,0.040568,0.000003,0.000004,0.999998,0.001182,0.142857,0.212996,0.121302,0.96311,0.784841,0.130435,0.907208,0.004874,0.006346,0.997787,0.816225,0.650179,15.916
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000121,0.000267,0.999733,0.011242,0.004255,0.995745,0.012013,0.850713,0.962576,0.025251,0.006535,0.993465,0.000417,0.000054,0.999946,0.000451,0.00136,0.999291,0.076356,0.000037,0.000112,0.999938,0.004141,0,0.193351,0.255917,0.901816,0.653188,0.603261,0.816073,0.014565,0.034027,0.981987,0.769126,0.861289,13.933
CONFIRMED,'FALSE POSITIVE',0,0,0,1,0,0.000122,0.000806,0.999194,0.015694,0.010213,0.989787,0.001339,0.003753,0.997724,0.022522,0.009604,0.990396,0.000061,0.000019,0.999981,0.000004,0.000003,1,0.041319,0.000003,0.000002,0.999999,0.001612,0,0.209067,0.107988,0.95403,0.849351,0.009511,0.943662,0.003238,0.001995,0.999699,0.398243,0.63195,13.136
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000083,0.000012,0.999988,0.46278,0.000148,0.999852,0.002053,0.00007,0.999899,0.047469,0.000305,0.999695,0.174335,0.000535,0.999465,0.000241,0.000701,0.999935,0.052452,0.000009,0.000024,0.999995,0.190575,0,0.239516,0.241124,0.884222,0.838067,0.035326,0.827672,0.003538,0.008733,0.999173,0.612771,0.60121,16.411
CANDIDATE,CANDIDATE,0.45,0,0,0,0,0.00324,0.000168,0.999832,0.104861,0.000079,0.999921,0.003532,0.000023,0.999949,0.061756,0.00022,0.99978,0.062705,0.000098,0.999902,0.00027,0.000703,0.999759,0.021172,0,0.000001,1,0.349211,0,0.270042,0.294379,0.862089,0.749859,0.228261,0.880696,0.006958,0.014505,0.994954,0.201412,0.542007,13.769
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000007,0.000006,0.999994,0.008874,0.001935,0.998065,0.02602,0.016846,0.999326,0.021494,0.002916,0.997084,0.000351,0.000026,0.999974,0.000842,0.002259,0.999789,0.116173,0.000192,0.000481,0.999891,0.007411,0.142857,0.242388,0.210059,0.88479,0.839947,0.024457,0.830986,0.003625,0.00825,0.999216,0.820148,0.667631,13.954
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000021,0,1,0.008677,0.000058,0.999942,0.007023,0.002888,0.999309,0.023591,0.000292,0.999708,0.128714,0.000368,0.999632,0.000293,0.000797,0.999851,0.093088,0.00008,0.000217,0.999931,0.227539,0,0.253419,0.281065,0.879682,0.805341,0.110054,0.85087,0.00426,0.00964,0.998166,0.653341,0.159436,14.776
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000004,0.000052,0.999948,0.008361,0.014484,0.985516,0.00493,0.005705,0.995078,0.023107,0.015099,0.984901,0.000028,0.000011,0.999989,0.000003,0.000007,0.999999,0.138915,0.000388,0.000826,0.999773,0.001513,0,0.255761,0.25,0.88025,0.833365,0.028533,0.860812,0.003908,0.007162,0.999122,0.489291,0.260897,14.92
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000034,0.000012,0.999988,0.00973,0.000652,0.999348,0.002877,0.000152,0.999747,0.028969,0.000505,0.999495,0.360309,0.004164,0.995836,0.001391,0.00437,0.997725,0.113236,0.000173,0.000568,0.999702,0.049223,0,0.181413,0.285503,0.900114,0.652248,0.61413,0.812759,0.0151,0.036687,0.980592,0.372015,0.146864,16.144
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000007,0,1,0.00857,0.000116,0.999884,0.004841,0.00014,0.999781,0.021114,0.000181,0.999819,0.260731,0.001037,0.998963,0.000203,0.000153,0.999957,0.07779,0.00004,0.000041,0.999979,0.128177,0,0.143181,0.236686,0.909194,0.869475,0.036685,0.973488,0.002032,0.00142,0.999595,0.715811,0.478034,15.896
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000022,0,1,0.009884,0.000213,0.999787,0.011011,0.000292,0.999545,0.022939,0.000268,0.999732,0.034306,0.000249,0.999751,0.000176,0.000281,0.999963,0.06898,0.000025,0.000045,0.999987,0.073045,0,0.208009,0.304734,0.893871,0.861012,0.023777,0.913007,0.002633,0.003717,0.999509,0.835863,0.340995,15.74
'FALSE POSITIVE','FALSE POSITIVE',0.012,0,1,0,0,0.000021,0.000012,0.999988,0.008415,0.001084,0.998916,0.00001,0.001718,0.999983,0.017863,0.000624,0.999376,0.073764,0.001186,0.998814,0.000301,0.001674,0.99953,0.099098,0.000103,0.000615,0.999828,0.032779,0,0.171213,0.281065,0.912032,0.721459,0.494565,0.741508,0.00752,0.033332,0.990503,0.457479,0.648061,16.328
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000034,0.000006,0.999994,0.009729,0.000439,0.999561,0.01244,0.001005,0.998837,0.026869,0.000708,0.999292,0.00737,0.000135,0.999865,0.00026,0.000723,0.999797,0.081683,0.000048,0.000131,0.999947,0.030106,0,0.229543,0.254438,0.912032,0.779575,0.20788,0.830986,0.004813,0.01103,0.996857,0.37209,0.146777,13.915
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,0,0.000005,0.012452,0.987548,0.008385,0.017441,0.982559,0.005734,0.022912,0.994394,0.007288,0.016829,0.983171,0.000021,0.000317,0.999683,0.000004,0.000008,0.999997,0.157082,0.000632,0.00114,0.999312,0.000166,0,0.259237,0.242604,0.906924,0.764905,0.190217,0.90058,0.005457,0.008159,0.996513,0.832521,0.277035,11.8
